mapping_id,labor_code,material_code,material_description,material_unit,calculation_type,multiplier,waste_factor,source,effective_date,expiration_date,active,supersedes_mapping_id,status,confidence,notes
MAP-000080,BHF-30T,RM-OC-243636T22,24X36X36 T-22 DURALITE VAULT,EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,COMPETING SKU,"BHF-30T installs exactly one vault/handhole, but the source data names 3: 25871675 (17X30X24 SHIELD VAULT (DO NOT ORDER)), RM-OC-173024T22 (17X30X24 T-22 DURALITE VAULT), RM-OC-243636T22 (24X36X36 T-22 DURALITE VAULT). Approving them all would order one of each. Pick the standard, or split the pay unit by structure size. Observed in project B only (1). Project A placed BHF-30T without it, so it is situational rather than always consumed."
MAP-000081,BHF-48T,26703774,24X36 VAULT,EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,COMPETING SKU,"BHF-48T installs exactly one vault/handhole, but the source data names 2: 26703774 (24X36 VAULT), RM-OC-243636T22 (24X36X36 T-22 DURALITE VAULT). Approving them all would order one of each. Pick the standard, or split the pay unit by structure size. Observed in project A only (1)."
MAP-000082,BHF-48T,26704285,4X4 RIVERTECH SNAP SIGN MARKER,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000083,BHF-48T,RM-OC-243636T22,24X36X36 T-22 DURALITE VAULT,EA,PER_UNIT,0.2836,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,COMPETING SKU,"BHF-48T installs exactly one vault/handhole, but the source data names 2: 26703774 (24X36 VAULT), RM-OC-243636T22 (24X36X36 T-22 DURALITE VAULT). Approving them all would order one of each. Pick the standard, or split the pay unit by structure size. Observed in project A only (0.2836)."
MAP-000084,BHF-60T,26630575,36X60X36 SPLIT LID VAULT,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000085,BHF-60T,26704285,4X4 RIVERTECH SNAP SIGN MARKER,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000086,BM2,17310010,"Connector, Clamp-ground rod #G",EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,CONFIRMED,"Ratio independently observed in both projects: A=1, B=1"
MAP-000087,BM2,53838508,GROUND ROD 8' (Copper),EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,CONFIRMED,"Ratio independently observed in both projects: A=1, B=1"
MAP-000088,BM53,26704282,MARKER POST W/OUT LOCATOR,EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,CONFIRMED,"Ratio independently observed in both projects: A=1, B=1"
MAP-000089,BM55A,26704283,TEST MARKER W/GROUND AND LOCATOR,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000092,BM60(1)(1.25),114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000093,BM60(1)(1.25) P,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. A SINGLE SOURCE row for the same pair was folded in. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000094,BM60(1)(1.25) T,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000095,BM60(1)(1.25) TD,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000096,BM60(1)(1.25)DP,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000097,BM60(1)(4) P,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000098,BM60(1)(4) T,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000099,BM60(1)(4) TD,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000100,BM60(1.25)DP SDR Rail Road,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000101,BM60(2)(1.25) P,114-11-2,"2-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 2-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000102,BM60(2)(1.25) T,114-11-2,"2-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 2-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000103,BM60(2)(1.25) TD,114-11-2,"2-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 2-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000104,BM60(2)(1.25)DP,114-11-2,"2-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 2-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000105,BM60(2)(4) T,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,2,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 2-pull run consumes 2 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000106,BM60(2)(4) TD,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,2,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 2-pull run consumes 2 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000107,BM60(3)(1.25) P,114-11-3-OGB-T-,"3-PULL 1.25"" CONDUIT, OGB 7500FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 3-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 7500, so divide by 7500 to purchase."
MAP-000108,BM60(3)(1.25) T,114-11-3-OGB-T-,"3-PULL 1.25"" CONDUIT, OGB 7500FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 3-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 7500, so divide by 7500 to purchase."
MAP-000109,BM60(3)(1.25) TD,114-11-3-OGB-T-,"3-PULL 1.25"" CONDUIT, OGB 7500FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 3-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 7500, so divide by 7500 to purchase."
MAP-000110,BM60(3)(1.25)DP,114-11-3-OGB-T-,"3-PULL 1.25"" CONDUIT, OGB 7500FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 3-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 7500, so divide by 7500 to purchase."
MAP-000111,BM60(3)(4) T,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,3,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 3-pull run consumes 3 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000112,BM60(3)(4) TD,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,3,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 3-pull run consumes 3 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000113,BM60-(1.25)MB,114-11-O-8000,"1-PULL 1.25"" CONDUIT, ORANGE 8000FT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: bundled 1-PULL assembly, 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 8000, so divide by 8000 to purchase."
MAP-000114,BM60-(4) DPD Dual,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000115,BM60-(4)DP,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. A SINGLE SOURCE row for the same pair was folded in. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000116,BM60-(4)MB,#RM-4-11-O-750,"4"" SDR 11 ORANGE (750') CONDUIT",FT,PER_UNIT,1,1.10,BUSINESS_RULE,2026-01-01,,yes,,APPROVED,RULING,"RULING 2026-09-17: 4"" is always a single-duct pipe, so an 1-pull run consumes 1 FT per production FT. Multiplier is in consumption units; this SKU is a pack of 750, so divide by 750 to purchase."
MAP-000117,BM81,55504222,"1""/4"" X 2.5"" LAG SCREW W/CUSHION",EA,PER_UNIT,0.9091,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,CONFLICT,"Projects disagree: A=10, B=0.9091. Lower ratio carried pending a ruling."
MAP-000118,BM81,75083400,"Pole bands 3/4"" X 100'",FT,PER_UNIT,3,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,"BASELINE: ratio rounds to a whole 3 per unit. Observed in project A only (3). Project B placed BM81 without it, so it is situational rather than always consumed. Multiplier is in consumption units; this SKU is a pack of 100, so divide by 100 to purchase."
MAP-000119,BM81,750850800,"Pole band bolts retainer, Extrusion 3/8""",EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,"BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1). Project B placed BM81 without it, so it is situational rather than always consumed."
MAP-000120,BM81,PGU210,"Plastic 2"", Riser Guard, 10'",EA,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,CONFIRMED,"Ratio independently observed in both projects: A=1, B=1"
MAP-000121,BM90,1-400874,TONE TAPE W/ TRACER 3000FT,FT,PER_UNIT,1.0,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,CONFIRMED,"Ratio independently observed in both projects: A=1, B=1 Multiplier is in consumption units; this SKU is a pack of 3000, so divide by 3000 to purchase."
MAP-000122,HAFOx,25196866,9.5 in X 28 Coyote Dome,EA,PER_UNIT,0.1304,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HAFOx-33"" mapped to pay unit ""HAFOx"". Observed in project A only (0.1304)."
MAP-000123,HAFOx,26715578,COYOTE 1 dome,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,"BASELINE: ratio rounds to a whole 1 per unit. Source label ""HAFOx-33"" mapped to pay unit ""HAFOx"". Observed in project A only (1)."
MAP-000124,HAFOx,26715579,COYOTE 9.5 x 19,EA,PER_UNIT,0.2174,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HAFOx-33"" mapped to pay unit ""HAFOx"". Observed in project A only (0.2174)."
MAP-000125,HAFOx,26715580,COYOTE 6.5 x 17,EA,PER_UNIT,0.2174,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HAFOx-33"" mapped to pay unit ""HAFOx"". Observed in project A only (0.2174)."
MAP-000126,HBFOx,25196866,9.5 in X 28 Coyote Dome,EA,PER_UNIT,1.4286,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HBFOx-59"" mapped to pay unit ""HBFOx"". Observed in project A only (1.429)."
MAP-000127,HBFOx,26715578,COYOTE 1 dome,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,"BASELINE: ratio rounds to a whole 1 per unit. Source label ""HBFOx-59"" mapped to pay unit ""HBFOx"". Observed in project A only (1)."
MAP-000128,HBFOx,26715579,COYOTE 9.5 x 19,EA,PER_UNIT,0.7143,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HBFOx-59"" mapped to pay unit ""HBFOx"". Observed in project A only (0.7143)."
MAP-000129,HBFOx,26715580,COYOTE 6.5 x 17,EA,PER_UNIT,0.25,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HBFOx-59"" mapped to pay unit ""HBFOx"". Observed in project A only (0.25)."
MAP-000130,HBFOx,LGSBS8-50,"SPLICE BLOCK KIT, YELLOW 50PK",EA,PER_UNIT,1.5,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,NEEDS REVIEW,SINGLE SOURCE,"Fractional ratio - this item is not driven by this unit's quantity. Find the true driver (pole count, span count, structure count) before approving. Source label ""HBFOx-59"" mapped to pay unit ""HBFOx"". Observed in project A only (1.5). Multiplier is in consumption units; this SKU is a pack of 50, so divide by 50 to purchase."
MAP-000131,HO-1 (1-24),SPS40,Heat shrink sleeve 40mm,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000132,HO-1 (145 or above),SPS40,Heat shrink sleeve 40mm,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000133,HO-1 (25-48),SPS40,Heat shrink sleeve 40mm,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,BASELINE: ratio rounds to a whole 1 per unit. Observed in project A only (1).
MAP-000134,HO-1 (73 -144),SPS40,Heat shrink sleeve 40mm,EA,PER_UNIT,1,,OBSERVED_CONSUMPTION,2026-01-01,,yes,,APPROVED,SINGLE SOURCE,"BASELINE: ratio rounds to a whole 1 per unit. Source label ""HO-1 (73-144)"" mapped to pay unit ""HO-1 (73 -144)"". Observed in project A only (1)."
